"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",nanoid:3.1.20,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/nanoid:3.1.20,"A tiny (108 bytes), secure URL-friendly unique string ID generator",MIT,"","",pkg:npm/nanoid@3.1.20,cpe:2.3:a:nanoid_project:nanoid:3.1.20:*:*:*:*:*:*:*,CVE-2024-55565,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),nanoid (aka Nano ID) before 5.0.9 mishandles non-integer values. 3.3.8 is also a fixed version.,OSSINDEX,MEDIUM,6.900000095367432,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,"","","",HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",nanoid:3.1.20,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/nanoid:3.1.20,"A tiny (108 bytes), secure URL-friendly unique string ID generator",MIT,"","",pkg:npm/nanoid@3.1.20,cpe:2.3:a:nanoid_project:nanoid:3.1.20:*:*:*:*:*:*:*,CVE-2021-23566,CWE-704 Incorrect Type Conversion or Cast,The package nanoid from 3.0.0 and before 3.1.31 are vulnerable to Information Exposure via the valueOf() function which allows to reproduce the last id generated.,NVD,LOW,2.1,/AV:L/AC:L/Au:N/C:P/I:N/A:N,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:1.8/RC:R/MAV:A,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",nanoid:3.1.20,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/nanoid:3.1.20,"A tiny (108 bytes), secure URL-friendly unique string ID generator",MIT,"","",pkg:npm/nanoid@3.1.20,cpe:2.3:a:nanoid_project:nanoid:3.1.20:*:*:*:*:*:*:*,GHSA-qrpm-p2h7-hrv2,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,"The package nanoid from 3.0.0, before 3.1.31, are vulnerable to Information Exposure via the valueOf() function which allows to reproduce the last id generated.",NPM,"","","",MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",nanoid:3.1.20,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/nanoid:3.1.20,"A tiny (108 bytes), secure URL-friendly unique string ID generator",MIT,"","",pkg:npm/nanoid@3.1.20,cpe:2.3:a:nanoid_project:nanoid:3.1.20:*:*:*:*:*:*:*,GHSA-mwcw-c2x4-8c55,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),"When nanoid is called with a fractional value, there were a number of undesirable effects:  1. in browser and non-secure, the code infinite loops on while (size--) 2. in node, the value of poolOffset becomes fractional, causing calls to nanoid to return zeroes until the pool is next filled 3. if the first call in node is a fractional argument, the initial buffer allocation fails with an error  Version 3.3.8 and 5.0.9 are fixed.",NPM,"","","",MEDIUM,4.300000190734863,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",notevil:1.3.3,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/notevil:1.3.3,Evalulate javascript like the built-in eval() method but safely,MIT,"","",pkg:npm/notevil@1.3.3,cpe:2.3:a:notevil_project:notevil:1.3.3:*:*:*:*:*:*:*,CVE-2021-23771,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"This affects all versions of package notevil; all versions of package argencoders-notevil. It is vulnerable to Sandbox Escape leading to Prototype pollution. The package fails to restrict access to the main context, allowing an attacker to add or modify an object's prototype. **Note:** This vulnerability derives from an incomplete fix in [SNYK-JS-NOTEVIL-608878](https://security.snyk.io/vuln/SNYK-JS-NOTEVIL-608878).",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:P/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N/E:3.9/RC:R/MAV:A,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",notevil:1.3.3,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/notevil:1.3.3,Evalulate javascript like the built-in eval() method but safely,MIT,"","",pkg:npm/notevil@1.3.3,cpe:2.3:a:notevil_project:notevil:1.3.3:*:*:*:*:*:*:*,GHSA-8g4m-cjm2-96wq,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"This affects all versions of package notevil; all versions of package argencoders-notevil. It is vulnerable to Sandbox Escape leading to Prototype pollution. The package fails to restrict access to the main context, allowing an attacker to add or modify an object's prototype. **Note:** This vulnerability derives from an incomplete fix in [SNYK-JS-NOTEVIL-608878](https://security.snyk.io/vuln/SNYK-JS-NOTEVIL-608878). This package has been deprecated.",NPM,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",opener:1.5.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/opener:1.5.2,"Opens stuff, like webpages and files and executables, cross-platform",(WTFPL OR MIT),"","",pkg:npm/opener@1.5.2,cpe:2.3:a:opener_project:opener:1.5.2:*:*:*:*:*:*:*,CVE-2022-43604,CWE-787 Out-of-bounds Write,"An out-of-bounds write vulnerability exists in the GetAttributeList attribute_count_request functionality of EIP Stack Group OpENer development commit 58ee13c. A specially crafted EtherNet/IP request can lead to an out-of-bounds write, potentially causing the server to crash or allow for remote code execution. An attacker can send a series of EtherNet/IP requests to trigger this vulnerability.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",opener:1.5.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/opener:1.5.2,"Opens stuff, like webpages and files and executables, cross-platform",(WTFPL OR MIT),"","",pkg:npm/opener@1.5.2,cpe:2.3:a:opener_project:opener:1.5.2:*:*:*:*:*:*:*,CVE-2022-43605,CWE-787 Out-of-bounds Write,"An out-of-bounds write vulnerability exists in the SetAttributeList attribute_count_request functionality of EIP Stack Group OpENer development commit 58ee13c. A specially crafted EtherNet/IP request can lead to an out of bounds write, potentially causing the server to crash or allow for remote code execution. An attacker can send a series of EtherNet/IP requests to trigger this vulnerability.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",opener:1.5.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/opener:1.5.2,"Opens stuff, like webpages and files and executables, cross-platform",(WTFPL OR MIT),"","",pkg:npm/opener@1.5.2,cpe:2.3:a:opener_project:opener:1.5.2:*:*:*:*:*:*:*,CVE-2021-27478,CWE-681 Incorrect Conversion between Numeric Types,"A specifically crafted packet sent by an attacker to EIPStackGroup OpENer EtherNet/IP commits and versions prior to Feb 10, 2021 may cause a denial-of-service condition.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",opener:1.5.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/opener:1.5.2,"Opens stuff, like webpages and files and executables, cross-platform",(WTFPL OR MIT),"","",pkg:npm/opener@1.5.2,cpe:2.3:a:opener_project:opener:1.5.2:*:*:*:*:*:*:*,CVE-2021-27482,CWE-125 Out-of-bounds Read,"A specifically crafted packet sent by an attacker to EIPStackGroup OpENer EtherNet/IP commits and versions prior to Feb 10, 2021 may allow the attacker to read arbitrary data.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",opener:1.5.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/opener:1.5.2,"Opens stuff, like webpages and files and executables, cross-platform",(WTFPL OR MIT),"","",pkg:npm/opener@1.5.2,cpe:2.3:a:opener_project:opener:1.5.2:*:*:*:*:*:*:*,CVE-2021-27498,CWE-617 Reachable Assertion,"A specifically crafted packet sent by an attacker to EIPStackGroup OpENer EtherNet/IP commits and versions prior to Feb 10, 2021 may result in a denial-of-service condition.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",opener:1.5.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/opener:1.5.2,"Opens stuff, like webpages and files and executables, cross-platform",(WTFPL OR MIT),"","",pkg:npm/opener@1.5.2,cpe:2.3:a:opener_project:opener:1.5.2:*:*:*:*:*:*:*,CVE-2021-27500,CWE-617 Reachable Assertion,"A specifically crafted packet sent by an attacker to EIPStackGroup OpENer EtherNet/IP commits and versions prior to Feb 10, 2021 may result in a denial-of-service condition.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",opener:1.5.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/opener:1.5.2,"Opens stuff, like webpages and files and executables, cross-platform",(WTFPL OR MIT),"","",pkg:npm/opener@1.5.2,cpe:2.3:a:opener_project:opener:1.5.2:*:*:*:*:*:*:*,CVE-2022-43606,CWE-824 Access of Uninitialized Pointer,"A use-of-uninitialized-pointer vulnerability exists in the Forward Open connection_management_entry functionality of EIP Stack Group OpENer development commit 58ee13c. A specially-crafted EtherNet/IP request can lead to use of a null pointer, causing the server to crash. An attacker can send a series of EtherNet/IP requests to trigger this vulnerability.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",postcss:7.0.39,/home/corisco/pgcs/code-review/juice-shop/frontend/package-lock.json?/postcss:7.0.39,Tool for transforming styles with JS plugins,MIT,"","",pkg:npm/postcss@7.0.39,cpe:2.3:a:postcss:postcss:7.0.39:*:*:*:*:*:*:*,GHSA-7fh5-64p2-3v2j,"CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'), CWE-144 Improper Neutralization of Line Delimiters","An issue was discovered in PostCSS before 8.4.31. It affects linters using PostCSS to parse external Cascading Style Sheets (CSS). There may be `\r` discrepancies, as demonstrated by `@font-face{ font:(\r/*);}` in a rule.  This vulnerability affects linters using PostCSS to parse external untrusted CSS. An attacker can prepare CSS in such a way that it will contains parts parsed by PostCSS as a CSS comment. After processing by PostCSS, it will be included in the PostCSS output in CSS nodes (rules, properties) despite being originally included in a comment.",NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",postcss:7.0.39,/home/corisco/pgcs/code-review/juice-shop/frontend/package-lock.json?/postcss:7.0.39,Tool for transforming styles with JS plugins,MIT,"","",pkg:npm/postcss@7.0.39,cpe:2.3:a:postcss:postcss:7.0.39:*:*:*:*:*:*:*,CVE-2023-44270,CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"An issue was discovered in PostCSS before 8.4.31. The vulnerability affects linters using PostCSS to parse external untrusted CSS. An attacker can prepare CSS in such a way that it will contains parts parsed by PostCSS as a CSS comment. After processing by PostCSS, it will be included in the PostCSS output in CSS nodes (rules, properties) despite being included in a comment.",NVD,"","","",MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:3.9/RC:R/MAV:A,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",railroad-diagrams:1.0.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/railroad-diagrams:1.0.0,A small JS+SVG library for drawing railroad syntax diagrams.,CC0-1.0,"","",pkg:npm/railroad-diagrams@1.0.0,"",CVE-2024-26467,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),A DOM based cross-site scripting (XSS) vulnerability in the component generator.html of tabatkins/railroad-diagrams before commit ea9a123 allows attackers to execute arbitrary Javascript via sending a crafted URL.,OSSINDEX,"","","",MEDIUM,6.099999904632568,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",request:2.88.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/request:2.88.2,Simplified HTTP request client.,Apache-2.0,"","",pkg:npm/request@2.88.2,cpe:2.3:a:request_project:request:2.88.2:*:*:*:*:*:*:*,CVE-2023-28155,CWE-918 Server-Side Request Forgery (SSRF),"The Request package through 2.88.1 for Node.js allows a bypass of SSRF mitigations via an attacker-controller server that does a cross-protocol redirect (HTTP to HTTPS, or HTTPS to HTTP). NOTE: This vulnerability only affects products that are no longer supported by the maintainer.",OSSINDEX,"","","",MEDIUM,6.099999904632568,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",request:2.88.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/request:2.88.2,Simplified HTTP request client.,Apache-2.0,"","",pkg:npm/request@2.88.2,cpe:2.3:a:request_project:request:2.88.2:*:*:*:*:*:*:*,GHSA-p8p7-x288-28g6,CWE-918 Server-Side Request Forgery (SSRF),"The `request` package through 2.88.2 for Node.js and the `@cypress/request` package prior to 3.0.0 allow a bypass of SSRF mitigations via an attacker-controller server that does a cross-protocol redirect (HTTP to HTTPS, or HTTPS to HTTP).  NOTE: The `request` package is no longer supported by the maintainer.",NPM,"","","",MEDIUM,6.099999904632568,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",sanitize-html:1.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/sanitize-html:1.4.2,"Clean up user-submitted HTML, preserving whitelisted elements and whitelisted attributes on a per-element basis",MIT,"","",pkg:npm/sanitize-html@1.4.2,"",CVE-2022-25887,CWE-1333 Inefficient Regular Expression Complexity,The package sanitize-html before 2.7.1 are vulnerable to Regular Expression Denial of Service (ReDoS) due to insecure global regular expression replacement logic of HTML comment removal.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2022-25887 for details,OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",sanitize-html:1.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/sanitize-html:1.4.2,"Clean up user-submitted HTML, preserving whitelisted elements and whitelisted attributes on a per-element basis",MIT,"","",pkg:npm/sanitize-html@1.4.2,"",GHSA-cgfm-xwp7-2cvr,CWE-1333 Inefficient Regular Expression Complexity,The package sanitize-html before 2.7.1 are vulnerable to Regular Expression Denial of Service (ReDoS) due to insecure global regular expression replacement logic of HTML comment removal.,NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",sanitize-html:1.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/sanitize-html:1.4.2,"Clean up user-submitted HTML, preserving whitelisted elements and whitelisted attributes on a per-element basis",MIT,"","",pkg:npm/sanitize-html@1.4.2,"",CVE-2016-1000237,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),sanitize-html Sanitization not applied recursively - NPM  The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,OSSINDEX,"","","",MEDIUM,6.300000190734863,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",sanitize-html:1.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/sanitize-html:1.4.2,"Clean up user-submitted HTML, preserving whitelisted elements and whitelisted attributes on a per-element basis",MIT,"","",pkg:npm/sanitize-html@1.4.2,"",GHSA-3j7m-hmh3-9jmp,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Affected versions of `sanitize-html` do not sanitize input recursively, which may allow an attacker to execute arbitrary Javascript.   ## Recommendation  Update to version 1.4.3 or later.",NPM,"","","",MEDIUM,6.099999904632568,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",sanitize-html:1.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/sanitize-html:1.4.2,"Clean up user-submitted HTML, preserving whitelisted elements and whitelisted attributes on a per-element basis",MIT,"","",pkg:npm/sanitize-html@1.4.2,"",CVE-2021-26539,CWE-noinfo,"Apostrophe Technologies sanitize-html before 2.3.1 does not properly handle internationalized domain name (IDN) which could allow an attacker to bypass hostname whitelist validation set by the ""allowedIframeHostnames"" option.",OSSINDEX,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",sanitize-html:1.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/sanitize-html:1.4.2,"Clean up user-submitted HTML, preserving whitelisted elements and whitelisted attributes on a per-element basis",MIT,"","",pkg:npm/sanitize-html@1.4.2,"",GHSA-mjxr-4v3x-q3m4,CWE-20 Improper Input Validation,"Apostrophe Technologies sanitize-html before 2.3.2 does not properly validate the hostnames set by the ""allowedIframeHostnames"" option when the ""allowIframeRelativeUrls"" is set to true, which allows attackers to bypass hostname whitelist for iframe element, related using an src value that starts with ""/\\example.com"".",NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",sanitize-html:1.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/sanitize-html:1.4.2,"Clean up user-submitted HTML, preserving whitelisted elements and whitelisted attributes on a per-element basis",MIT,"","",pkg:npm/sanitize-html@1.4.2,"",GHSA-rjqq-98f6-6j3r,CWE-20 Improper Input Validation,"Apostrophe Technologies sanitize-html before 2.3.1 does not properly handle internationalized domain name (IDN) which could allow an attacker to bypass hostname whitelist validation set by the ""allowedIframeHostnames"" option.",NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",sanitize-html:1.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/sanitize-html:1.4.2,"Clean up user-submitted HTML, preserving whitelisted elements and whitelisted attributes on a per-element basis",MIT,"","",pkg:npm/sanitize-html@1.4.2,"",GHSA-rm97-x556-q36h,"CWE-538 Insertion of Sensitive Information into Externally-Accessible File or Directory, CWE-200 Exposure of Sensitive Information to an Unauthorized Actor","Versions of the package sanitize-html before 2.12.1 are vulnerable to Information Exposure when used on the backend and with the style attribute allowed, allowing enumeration of files in the system (including project dependencies). An attacker could exploit this vulnerability to gather details about the file system structure and dependencies of the targeted server.",NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",sanitize-html:1.4.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/sanitize-html:1.4.2,"Clean up user-submitted HTML, preserving whitelisted elements and whitelisted attributes on a per-element basis",MIT,"","",pkg:npm/sanitize-html@1.4.2,"",GHSA-xc6g-ggrc-qq4r,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Affected versions of `sanitize-html` are vulnerable to cross-site scripting when allowedTags includes at least one `nonTextTag`.  ## Proof of Concept  ```js var sanitizeHtml = require('sanitize-html');  var dirty = '!<textarea>&lt;/textarea&gt;<svg/onload=prompt`xs`&gt;</textarea>!'; var clean = sanitizeHtml(dirty, {     allowedTags: [ 'textarea' ] });  console.log(clean);  // !<textarea></textarea><svg/onload=prompt`xs`></textarea>! ```   ## Recommendation  Update to version 1.11.4 or later.",NPM,"","","","","","",HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",socket.io-parser:4.0.5,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/socket.io-parser:4.0.5,socket.io protocol parser,MIT,"","",pkg:npm/socket.io-parser@4.0.5,cpe:2.3:a:socket:socket.io-parser:4.0.5:*:*:*:*:*:*:*,CVE-2023-32695,"CWE-754 Improper Check for Unusual or Exceptional Conditions, CWE-20 Improper Input Validation","socket.io parser is a socket.io encoder and decoder written in JavaScript complying with version 5 of socket.io-protocol. A specially crafted Socket.IO packet can trigger an uncaught exception on the Socket.IO server, thus killing the Node.js process. A patch has been released in version 4.2.3.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,HIGHEST,5,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",socket.io-parser:4.0.5,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/socket.io-parser:4.0.5,socket.io protocol parser,MIT,"","",pkg:npm/socket.io-parser@4.0.5,cpe:2.3:a:socket:socket.io-parser:4.0.5:*:*:*:*:*:*:*,GHSA-cqmj-92xf-r6r9,"CWE-754 Improper Check for Unusual or Exceptional Conditions, CWE-20 Improper Input Validation","### Impact  A specially crafted Socket.IO packet can trigger an uncaught exception on the Socket.IO server, thus killing the Node.js process.  ``` TypeError: Cannot convert object to primitive value        at Socket.emit (node:events:507:25)        at .../node_modules/socket.io/lib/socket.js:531:14 ```  ### Patches  A fix has been released today (2023/05/22):  - https://github.com/socketio/socket.io-parser/commit/3b78117bf6ba7e99d7a5cfc1ba54d0477554a7f3, included in `socket.io-parser@4.2.3` - https://github.com/socketio/socket.io-parser/commit/2dc3c92622dad113b8676be06f23b1ed46b02ced, included in `socket.io-parser@3.4.3`   Another fix has been released for the `3.3.x` branch:  - https://github.com/socketio/socket.io-parser/commit/ee006607495eca4ec7262ad080dd3a91439a5ba4, included in `socket.io-parser@3.3.4  | `socket.io` version | `socket.io-parser` version                                                                              | Needs minor update?                  | |---------------------|---------------------------------------------------------------------------------------------------------|--------------------------------------| | `4.5.2...latest`    | `~4.2.0` ([ref](https://github.com/socketio/socket.io/commit/9890b036cf942f6b6ad2afeb6a8361c32cd5d528)) | `npm audit fix` should be sufficient | | `4.1.3...4.5.1`     | `~4.1.1` ([ref](https://github.com/socketio/socket.io/commit/7c44893d7878cd5bba1eff43150c3e664f88fb57)) | Please upgrade to `socket.io@4.6.x`  | | `3.0.5...4.1.2`     | `~4.0.3` ([ref](https://github.com/socketio/socket.io/commit/752dfe3b1e5fecda53dae899b4a39e6fed5a1a17)) | Please upgrade to `socket.io@4.6.x`  | | `3.0.0...3.0.4`     | `~4.0.1` ([ref](https://github.com/socketio/socket.io/commit/1af3267e3f5f7884214cf2ca4d5282d620092fb0)) | Please upgrade to `socket.io@4.6.x`  | | `2.3.0...2.5.0`     | `~3.4.0` ([ref](https://github.com/socketio/socket.io/commit/cf39362014f5ff13a17168b74772c43920d6e4fd)) | `npm audit fix` should be sufficient |   ### Workarounds  There is no known workaround except upgrading to a safe version.  ### For more information  If you have any questions or comments about this advisory:  - Open a discussion [here](https://github.com/socketio/socket.io/discussions)  Thanks to [@rafax00](https://github.com/rafax00) for the responsible disclosure.",NPM,"","","",HIGH,7.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGHEST,5,"","","","","","","",""
